supplier_id,supplier_name,supplier_email,supplier_type,personality,urgency,fraud_type,categories_served,bankruptcy_threshold
SUP-0476,Elite Mart,elitemart.sup-0476@wholesale.com,good,Friendly,0.392,,Medical Devices,11
SUP-0477,Elite Trading,elitetrading.sup-0477@wholesale.com,good,Enthusiastic,0.751,,Medical Devices,13
SUP-0478,Prime Solutions,primesolutions.sup-0478@wholesale.com,good,Unpredictable,0.885,,Medical Devices,11
SUP-0479,Harbor Hub,harborhub.sup-0479@wholesale.com,good,Enthusiastic,0.518,,Medical Devices,17
SUP-0480,Core Commerce,corecommerce.sup-0480@wholesale.com,good,Friendly,0.664,,Medical Devices,15
SUP-0481,Core Source,coresource.sup-0481@wholesale.com,good,Friendly,0.365,,Medical Devices,17
SUP-0482,Solar Express,solarexpress.sup-0482@wholesale.com,bad,Adversarial,0.09,qty_bait,Medical Devices,19
SUP-0483,Maple Commerce,maplecommerce.sup-0483@wholesale.com,bad,Adversarial,0.056,quality_downgrade,Medical Devices,18
SUP-0484,Golden Source,goldensource.sup-0484@wholesale.com,good,Enthusiastic,0.816,,Pet Supplies,14
SUP-0485,Solar World,solarworld.sup-0485@wholesale.com,good,Strategic,0.237,,Pet Supplies,18
SUP-0486,Metro Distribution,metrodistribution.sup-0486@wholesale.com,good,Enthusiastic,0.2,,Pet Supplies,12
SUP-0487,Core Supply,coresupply.sup-0487@wholesale.com,good,Professional,0.461,,Pet Supplies,10
SUP-0488,Apex Distribution,apexdistribution.sup-0488@wholesale.com,good,Enthusiastic,0.628,,Pet Supplies,12
SUP-0489,Solar Distribution,solardistribution.sup-0489@wholesale.com,good,Professional,0.845,,Pet Supplies,14
SUP-0490,Nexus Wholesale,nexuswholesale.sup-0490@wholesale.com,good,Unpredictable,0.649,,Pet Supplies,18
SUP-0491,Crystal Source,crystalsource.sup-0491@wholesale.com,bad,Adversarial,0.103,fake_urgency,Pet Supplies,12
SUP-0492,Cedar Commerce,cedarcommerce.sup-0492@wholesale.com,bad,Adversarial,0.196,vip_fee,Pet Supplies,11
SUP-0493,Peak Global,peakglobal.sup-0493@wholesale.com,bad,Adversarial,0.163,future_discount,Pet Supplies,15
SUP-0494,River Pro,riverpro.sup-0494@wholesale.com,good,Tough,0.665,,Auto Accessories,14
SUP-0495,Silver Goods,silvergoods.sup-0495@wholesale.com,good,Unpredictable,0.154,,Auto Accessories,14
SUP-0496,Horizon Hub,horizonhub.sup-0496@wholesale.com,good,Friendly,0.259,,Auto Accessories,16
SUP-0497,Polar Distribution,polardistribution.sup-0497@wholesale.com,good,Enthusiastic,0.134,,Auto Accessories,16
SUP-0498,Craft Link,craftlink.sup-0498@wholesale.com,good,Enthusiastic,0.571,,Auto Accessories,16
SUP-0499,Craft Wholesale,craftwholesale.sup-0499@wholesale.com,good,Professional,0.785,,Auto Accessories,13
SUP-0500,Titan Express,titanexpress.sup-0500@wholesale.com,good,Unpredictable,0.291,,Auto Accessories,18
SUP-0501,Steel Global,steelglobal.sup-0501@wholesale.com,bad,Adversarial,0.137,qty_bait,Auto Accessories,15
SUP-0502,Horizon Goods,horizongoods.sup-0502@wholesale.com,bad,Adversarial,0.117,quality_downgrade,Auto Accessories,17
SUP-0503,Zenith Pro,zenithpro.sup-0503@wholesale.com,good,Strategic,0.136,,Hardware & Tools,16
SUP-0504,Nexus Global,nexusglobal.sup-0504@wholesale.com,good,Professional,0.889,,Hardware & Tools,16
SUP-0505,Copper Express,copperexpress.sup-0505@wholesale.com,good,Unpredictable,0.383,,Hardware & Tools,16
SUP-0506,Harbor Commerce,harborcommerce.sup-0506@wholesale.com,good,Friendly,0.446,,Hardware & Tools,14
SUP-0507,Polar World,polarworld.sup-0507@wholesale.com,good,Professional,0.189,,Hardware & Tools,11
SUP-0508,Apex Commerce,apexcommerce.sup-0508@wholesale.com,good,Friendly,0.196,,Hardware & Tools,15
SUP-0509,Copper Hub,copperhub.sup-0509@wholesale.com,good,Professional,0.896,,Hardware & Tools,13
SUP-0510,Cedar Direct,cedardirect.sup-0510@wholesale.com,bad,Adversarial,0.083,fake_urgency,Hardware & Tools,13
SUP-0511,Crown Mart,crownmart.sup-0511@wholesale.com,bad,Adversarial,0.089,vip_fee,Hardware & Tools,20
SUP-0512,Core Solutions,coresolutions.sup-0512@wholesale.com,bad,Adversarial,0.174,future_discount,Hardware & Tools,12
SUP-0513,Crown Express,crownexpress.sup-0513@wholesale.com,good,Enthusiastic,0.327,,Electrical Supplies,13
SUP-0514,Emerald Link,emeraldlink.sup-0514@wholesale.com,good,Tough,0.832,,Electrical Supplies,10
SUP-0515,Prime Goods,primegoods.sup-0515@wholesale.com,good,Enthusiastic,0.501,,Electrical Supplies,17
SUP-0516,Star Mart,starmart.sup-0516@wholesale.com,good,Strategic,0.604,,Electrical Supplies,20
SUP-0517,Oak World,oakworld.sup-0517@wholesale.com,good,Friendly,0.809,,Electrical Supplies,14
SUP-0518,Ridge Pro,ridgepro.sup-0518@wholesale.com,good,Professional,0.143,,Electrical Supplies,16
SUP-0519,Solar Goods,solargoods.sup-0519@wholesale.com,good,Enthusiastic,0.626,,Electrical Supplies,10
SUP-0520,Core Hub,corehub.sup-0520@wholesale.com,bad,Adversarial,0.064,qty_bait,Electrical Supplies,12
SUP-0521,Titan Hub,titanhub.sup-0521@wholesale.com,bad,Adversarial,0.092,quality_downgrade,Electrical Supplies,15
SUP-0522,Iron Solutions,ironsolutions.sup-0522@wholesale.com,good,Friendly,0.189,,Electronic Components,20
SUP-0523,Luna Hub,lunahub.sup-0523@wholesale.com,good,Enthusiastic,0.14,,Electronic Components,14
SUP-0524,Atlas Direct,atlasdirect.sup-0524@wholesale.com,good,Strategic,0.749,,Electronic Components,20
SUP-0525,Maple Pro,maplepro.sup-0525@wholesale.com,good,Professional,0.159,,Electronic Components,13
SUP-0526,Emerald Supply,emeraldsupply.sup-0526@wholesale.com,good,Enthusiastic,0.494,,Electronic Components,16
SUP-0527,Peak Direct,peakdirect.sup-0527@wholesale.com,good,Friendly,0.245,,Electronic Components,17
SUP-0528,Azure Global,azureglobal.sup-0528@wholesale.com,good,Professional,0.573,,Electronic Components,11
SUP-0529,Bright Wholesale,brightwholesale.sup-0529@wholesale.com,bad,Adversarial,0.173,fake_urgency,Electronic Components,16
SUP-0530,Solar Link,solarlink.sup-0530@wholesale.com,bad,Adversarial,0.068,vip_fee,Electronic Components,14
SUP-0531,River Link,riverlink.sup-0531@wholesale.com,good,Enthusiastic,0.75,,E-Vehicles & Parts,19
SUP-0532,Nexus Trading,nexustrading.sup-0532@wholesale.com,good,Tough,0.537,,E-Vehicles & Parts,19
SUP-0533,Cedar Hub,cedarhub.sup-0533@wholesale.com,good,Friendly,0.152,,E-Vehicles & Parts,12
SUP-0534,Alpine Hub,alpinehub.sup-0534@wholesale.com,good,Enthusiastic,0.115,,E-Vehicles & Parts,14
SUP-0535,Silver Link,silverlink.sup-0535@wholesale.com,good,Enthusiastic,0.148,,E-Vehicles & Parts,17
SUP-0536,Core Pro,corepro.sup-0536@wholesale.com,good,Friendly,0.107,,E-Vehicles & Parts,10
SUP-0537,Solar Solutions,solarsolutions.sup-0537@wholesale.com,good,Unpredictable,0.889,,E-Vehicles & Parts,17
SUP-0538,Polar Express,polarexpress.sup-0538@wholesale.com,bad,Adversarial,0.159,future_discount,E-Vehicles & Parts,11
SUP-0539,Elite Express,eliteexpress.sup-0539@wholesale.com,bad,Adversarial,0.078,qty_bait,E-Vehicles & Parts,14
SUP-0540,Alpine Distribution,alpinedistribution.sup-0540@wholesale.com,good,Strategic,0.168,,Agricultural Supplies,12
SUP-0541,Steel Direct,steeldirect.sup-0541@wholesale.com,good,Tough,0.207,,Agricultural Supplies,16
SUP-0542,Emerald Solutions,emeraldsolutions.sup-0542@wholesale.com,good,Professional,0.274,,Agricultural Supplies,15
SUP-0543,Harbor Mart,harbormart.sup-0543@wholesale.com,good,Enthusiastic,0.207,,Agricultural Supplies,11
SUP-0544,Atlas Hub,atlashub.sup-0544@wholesale.com,good,Enthusiastic,0.4,,Agricultural Supplies,10
SUP-0545,Zenith Direct,zenithdirect.sup-0545@wholesale.com,good,Friendly,0.855,,Agricultural Supplies,18
SUP-0546,Star Express,starexpress.sup-0546@wholesale.com,good,Enthusiastic,0.552,,Agricultural Supplies,13
SUP-0547,Atlas Trading,atlastrading.sup-0547@wholesale.com,bad,Adversarial,0.109,quality_downgrade,Agricultural Supplies,17
SUP-0548,Bright Source,brightsource.sup-0548@wholesale.com,bad,Adversarial,0.148,fake_urgency,Agricultural Supplies,15
SUP-0549,Azure Supply,azuresupply.sup-0549@wholesale.com,bad,Adversarial,0.11,vip_fee,Agricultural Supplies,10
SUP-0550,Zenith Source,zenithsource.sup-0550@wholesale.com,good,Professional,0.267,,Industrial & Lab Supplies,11
SUP-0551,Bright Mart,brightmart.sup-0551@wholesale.com,good,Enthusiastic,0.662,,Industrial & Lab Supplies,16
SUP-0552,Urban Goods,urbangoods.sup-0552@wholesale.com,good,Professional,0.479,,Industrial & Lab Supplies,12
SUP-0553,Crown Source,crownsource.sup-0553@wholesale.com,good,Friendly,0.304,,Industrial & Lab Supplies,11
SUP-0554,Craft Goods,craftgoods.sup-0554@wholesale.com,good,Friendly,0.696,,Industrial & Lab Supplies,10
SUP-0555,Elite Solutions,elitesolutions.sup-0555@wholesale.com,good,Strategic,0.351,,Industrial & Lab Supplies,12
SUP-0556,Nexus Hub,nexushub.sup-0556@wholesale.com,good,Tough,0.413,,Industrial & Lab Supplies,19
SUP-0557,Ridge Source,ridgesource.sup-0557@wholesale.com,bad,Adversarial,0.146,future_discount,Industrial & Lab Supplies,20
SUP-0558,Pacific Hub,pacifichub.sup-0558@wholesale.com,bad,Adversarial,0.068,qty_bait,Industrial & Lab Supplies,14
SUP-0559,Prime Supply,primesupply.sup-0559@wholesale.com,good,Friendly,0.268,,Collectibles & Figures,12
SUP-0560,Luna Trading,lunatrading.sup-0560@wholesale.com,good,Enthusiastic,0.73,,Collectibles & Figures,17
SUP-0561,Silver Distribution,silverdistribution.sup-0561@wholesale.com,good,Unpredictable,0.29,,Collectibles & Figures,13
SUP-0562,Solar Direct,solardirect.sup-0562@wholesale.com,good,Unpredictable,0.129,,Collectibles & Figures,11
SUP-0563,Pacific Express,pacificexpress.sup-0563@wholesale.com,good,Tough,0.511,,Collectibles & Figures,17
SUP-0564,Emerald Direct,emeralddirect.sup-0564@wholesale.com,good,Enthusiastic,0.883,,Collectibles & Figures,16
SUP-0565,Iron Express,ironexpress.sup-0565@wholesale.com,good,Friendly,0.29,,Collectibles & Figures,18
SUP-0566,Bright Pro,brightpro.sup-0566@wholesale.com,bad,Adversarial,0.078,quality_downgrade,Collectibles & Figures,16
SUP-0567,River Hub,riverhub.sup-0567@wholesale.com,bad,Adversarial,0.167,fake_urgency,Collectibles & Figures,12
SUP-0568,Swift Global,swiftglobal.sup-0568@wholesale.com,good,Enthusiastic,0.372,,Gaming & Accessories,19
SUP-0569,Horizon Trading,horizontrading.sup-0569@wholesale.com,good,Professional,0.517,,Gaming & Accessories,14
SUP-0570,Alpine Trading,alpinetrading.sup-0570@wholesale.com,good,Friendly,0.522,,Gaming & Accessories,20
SUP-0571,Silver Commerce,silvercommerce.sup-0571@wholesale.com,good,Professional,0.875,,Gaming & Accessories,14
SUP-0572,Stone Hub,stonehub.sup-0572@wholesale.com,good,Enthusiastic,0.355,,Gaming & Accessories,20
SUP-0573,Nexus Source,nexussource.sup-0573@wholesale.com,good,Strategic,0.318,,Gaming & Accessories,18
SUP-0574,Solar Mart,solarmart.sup-0574@wholesale.com,good,Unpredictable,0.226,,Gaming & Accessories,20
SUP-0575,Valley Trading,valleytrading.sup-0575@wholesale.com,bad,Adversarial,0.097,vip_fee,Gaming & Accessories,19
SUP-0576,Crown Goods,crowngoods.sup-0576@wholesale.com,bad,Adversarial,0.141,future_discount,Gaming & Accessories,11
